u	species	component_id	score
GCF_000005845.2_ASM584v2|NP_414827.1	Escherichia coli	2230	0.000000
GCF_000009885.1_ASM988v1|WP_012737466.1	Klebsiella pneumoniae	2230	0.000000
GCF_000240185.1_ASM24018v2|YP_005225327.1	Klebsiella pneumoniae	2230	0.000000
GCF_000005845.2_ASM584v2|NP_414845.1	Escherichia coli	658	0.000000
GCF_000018445.1_ASM1844v1|WP_001021934.1	Acinetobacter baumannii	658	0.000000
GCF_009035845.1_ASM903584v1|WP_001021934.1	Acinetobacter baumannii	658	0.000000
GCF_000006765.1_ASM676v1|NP_254059.1	Pseudomonas aeruginosa	658	0.000000
GCF_000014625.1_ASM1462v1|WP_003142051.1	Pseudomonas aeruginosa	658	0.000000
GCF_000007565.2_ASM756v2|WP_010955611.1	Pseudomonas putida	658	0.000000
GCF_000412675.1_ASM41267v1|WP_016502025.1	Pseudomonas putida	658	0.000000
GCF_000005845.2_ASM584v2|NP_414846.1	Escherichia coli	659	0.000000
GCF_000006765.1_ASM676v1|NP_254060.1	Pseudomonas aeruginosa	659	0.000000
GCF_000014625.1_ASM1462v1|WP_003142054.1	Pseudomonas aeruginosa	659	0.000000
GCF_000018445.1_ASM1844v1|WP_001286303.1	Acinetobacter baumannii	659	0.000000
GCF_009035845.1_ASM903584v1|WP_001286303.1	Acinetobacter baumannii	659	0.000000
GCF_000007565.2_ASM756v2|WP_003249182.1	Pseudomonas putida	659	0.000000
GCF_000412675.1_ASM41267v1|WP_016502024.1	Pseudomonas putida	659	0.000000
GCF_000005845.2_ASM584v2|NP_414848.1	Escherichia coli	2231	0.000000
GCF_000009885.1_ASM988v1|WP_004142478.1	Klebsiella pneumoniae	2231	0.000000
GCF_000240185.1_ASM24018v2|YP_005225718.1	Klebsiella pneumoniae	2231	0.000000
GCF_000005845.2_ASM584v2|NP_414855.1	Escherichia coli	2232	0.000000
GCF_000007785.1_ASM778v1|WP_002371682.1	Enterococcus faecalis	2232	0.000000
GCF_000172575.2_ASM17257v2|WP_002413762.1	Enterococcus faecalis	2232	0.000000
GCF_000005845.2_ASM584v2|NP_414859.1	Escherichia coli	120	0.000000
GCF_000021045.1_ASM2104v1|WP_012702076.1	Azotobacter vinelandii	120	0.000000
GCF_000380335.1_ASM38033v1|WP_012702076.1	Azotobacter vinelandii	120	0.000000
GCF_000005845.2_ASM584v2|NP_414865.1	Escherichia coli	566	0.000000
GCF_000006765.1_ASM676v1|NP_249487.1	Pseudomonas aeruginosa	566	0.000000
GCF_000014625.1_ASM1462v1|WP_003103044.1	Pseudomonas aeruginosa	566	0.000000
GCF_000021045.1_ASM2104v1|WP_012700907.1	Azotobacter vinelandii	566	0.000000
GCF_000380335.1_ASM38033v1|WP_012700907.1	Azotobacter vinelandii	566	0.000000
GCF_000018445.1_ASM1844v1|WP_001118924.1	Acinetobacter baumannii	566	0.000000
GCF_009035845.1_ASM903584v1|WP_001118924.1	Acinetobacter baumannii	566	0.000000
GCF_000007565.2_ASM756v2|WP_010953298.1	Pseudomonas putida	566	0.000000
GCF_000412675.1_ASM41267v1|WP_016485912.1	Pseudomonas putida	566	0.000000
GCF_000005845.2_ASM584v2|NP_414867.1	Escherichia coli	567	0.000000
GCF_000018445.1_ASM1844v1|WP_000097514.1	Acinetobacter baumannii	567	0.000000
GCF_009035845.1_ASM903584v1|WP_000097514.1	Acinetobacter baumannii	567	0.000000
GCF_000193595.2_ASM19359v3|WP_003821414.1	Bordetella pertussis	567	0.000000
GCF_004008975.1_ASM400897v1|WP_003821414.1	Bordetella pertussis	567	0.000000
GCF_000021045.1_ASM2104v1|WP_012700908.1	Azotobacter vinelandii	567	0.000000
GCF_000380335.1_ASM38033v1|WP_012700908.1	Azotobacter vinelandii	567	0.000000
GCF_000005845.2_ASM584v2|NP_414868.1	Escherichia coli	299	0.000000
GCF_000193595.2_ASM19359v3|WP_010930897.1	Bordetella pertussis	299	0.656428
GCF_004008975.1_ASM400897v1|WP_010930897.1	Bordetella pertussis	299	0.656428
GCF_000007825.1_ASM782v1|WP_000598123.1	Bacillus cereus	299	0.000000
GCF_006094295.1_ASM609429v1|WP_000598123.1	Bacillus cereus	299	0.000000
GCF_000005845.2_ASM584v2|NP_414870.1	Escherichia coli	1381	0.000000
GCF_000006765.1_ASM676v1|NP_249129.1	Pseudomonas aeruginosa	1381	0.000000
GCF_000014625.1_ASM1462v1|WP_003084659.1	Pseudomonas aeruginosa	1381	0.000000
GCF_000005845.2_ASM584v2|NP_414871.1	Escherichia coli	568	0.000000
GCF_000006765.1_ASM676v1|NP_249128.1	Pseudomonas aeruginosa	568	0.000000
GCF_000014625.1_ASM1462v1|WP_003084657.1	Pseudomonas aeruginosa	568	0.000000
GCF_000017025.1_ASM1702v1|WP_011986588.1	Clostridium botulinum	568	0.569541
GCF_000063585.1_ASM6358v1|WP_011986588.1	Clostridium botulinum	568	0.569541
GCF_000005845.2_ASM584v2|NP_414873.1	Escherichia coli	3872	0.000000
GCF_000412675.1_ASM41267v1|WP_016500698.1	Pseudomonas putida	3872	0.000000
GCF_000005845.2_ASM584v2|NP_414874.1	Escherichia coli	3873	0.000000
GCF_000412675.1_ASM41267v1|WP_016500699.1	Pseudomonas putida	3873	0.000000
GCF_000005845.2_ASM584v2|NP_414885.1	Escherichia coli	248	0.000000
GCF_000021045.1_ASM2104v1|WP_012702708.1	Azotobacter vinelandii	248	0.000000
GCF_000380335.1_ASM38033v1|WP_012702708.1	Azotobacter vinelandii	248	0.000000
GCF_000021045.1_ASM2104v1|WP_012700143.1	Azotobacter vinelandii	248	0.144279
GCF_000380335.1_ASM38033v1|WP_012700143.1	Azotobacter vinelandii	248	0.144279
GCF_000021045.1_ASM2104v1|WP_012699536.1	Azotobacter vinelandii	248	0.129388
GCF_000380335.1_ASM38033v1|WP_012699536.1	Azotobacter vinelandii	248	0.129388
GCF_000014565.1_ASM1456v1|WP_009473124.1	Rhodococcus jostii	248	0.478646
GCF_000014565.1_ASM1456v1|WP_011599026.1	Rhodococcus jostii	248	0.173755
GCF_000014565.1_ASM1456v1|WP_011599978.1	Rhodococcus jostii	248	0.152524
GCF_000005845.2_ASM584v2|NP_414886.1	Escherichia coli	418	0.105158
GCF_000021045.1_ASM2104v1|WP_012700144.1	Azotobacter vinelandii	418	0.044140
GCF_000380335.1_ASM38033v1|WP_012700144.1	Azotobacter vinelandii	418	0.044140
GCF_000021045.1_ASM2104v1|WP_012702707.1	Azotobacter vinelandii	418	0.043151
GCF_000380335.1_ASM38033v1|WP_012702707.1	Azotobacter vinelandii	418	0.043151
GCF_000021045.1_ASM2104v1|WP_012699540.1	Azotobacter vinelandii	418	0.000000
GCF_000380335.1_ASM38033v1|WP_012699540.1	Azotobacter vinelandii	418	0.000000
GCF_000014565.1_ASM1456v1|WP_011599025.1	Rhodococcus jostii	418	0.000000
GCF_000009805.1_ASM980v1|WP_011209852.1	Nocardia farcinica	418	0.000000
GCF_001182745.1_NCTC11134|WP_060590516.1	Nocardia farcinica	418	0.000000
GCF_000014565.1_ASM1456v1|WP_011599975.1	Rhodococcus jostii	418	0.000000
GCF_000014565.1_ASM1456v1|WP_011593777.1	Rhodococcus jostii	418	0.000000
GCF_000005845.2_ASM584v2|NP_414890.1	Escherichia coli	137	1.759824
GCF_000008805.1_ASM880v1|WP_061734038.1	Neisseria meningitidis	137	1.284527
GCF_022869645.1_ASM2286964v1|WP_082308592.1	Neisseria meningitidis	137	1.207014
GCF_009035845.1_ASM903584v1|WP_000842127.1	Acinetobacter baumannii	137	0.543648
GCF_000018445.1_ASM1844v1|WP_000842122.1	Acinetobacter baumannii	137	0.535174
GCF_000007105.1_ASM710v1|WP_011241468.1	Zymomonas mobilis	137	0.000000
GCF_000498655.1_ASM49865v1|WP_011241468.1	Zymomonas mobilis	137	0.000000
GCF_000005845.2_ASM584v2|NP_414903.4	Escherichia coli	941	0.000000
GCF_000007565.2_ASM756v2|WP_010953815.1	Pseudomonas putida	941	0.000000
GCF_000412675.1_ASM41267v1|WP_016499972.1	Pseudomonas putida	941	0.000000
GCF_000005845.2_ASM584v2|NP_414917.2	Escherichia coli	705	0.000000
GCF_000007125.1_ASM712v1|WP_002967731.1	Brucella melitensis	705	0.000000
GCF_000022625.1_ASM2262v1|WP_002967731.1	Brucella melitensis	705	0.000000
GCF_000005845.2_ASM584v2|NP_414920.1	Escherichia coli	300	0.000000
GCF_000007825.1_ASM782v1|WP_000360723.1	Bacillus cereus	300	0.000000
GCF_000007845.1_ASM784v1|WP_000360704.1	Bacillus anthracis	300	0.000000
GCF_000008445.1_ASM844v1|WP_000360704.1	Bacillus anthracis	300	0.000000
GCF_006094295.1_ASM609429v1|WP_000360723.1	Bacillus cereus	300	0.000000
GCF_000017025.1_ASM1702v1|WP_012048171.1	Clostridium botulinum	300	0.000000
GCF_000063585.1_ASM6358v1|WP_012048171.1	Clostridium botulinum	300	0.000000
GCF_000007825.1_ASM782v1|WP_001041291.1	Bacillus cereus	300	0.000000
GCF_006094295.1_ASM609429v1|WP_001041291.1	Bacillus cereus	300	0.000000
GCF_000007845.1_ASM784v1|WP_001041310.1	Bacillus anthracis	300	0.000000
GCF_000008445.1_ASM844v1|WP_001041310.1	Bacillus anthracis	300	0.000000
GCF_000005845.2_ASM584v2|NP_414933.1	Escherichia coli	706	0.000000
GCF_000009885.1_ASM988v1|WP_002890343.1	Klebsiella pneumoniae	706	0.000000
GCF_000240185.1_ASM24018v2|YP_005225378.1	Klebsiella pneumoniae	706	0.000000
GCF_000006645.1_ASM664v1|WP_002208685.1	Yersinia pestis	706	0.000000
GCF_000222975.1_ASM22297v1|WP_002208685.1	Yersinia pestis	706	0.000000
GCF_000005845.2_ASM584v2|NP_414936.1	Escherichia coli	1944	0.000000
GCF_000009885.1_ASM988v1|WP_012737487.1	Klebsiella pneumoniae	1944	0.000000
GCF_000240185.1_ASM24018v2|YP_005225381.1	Klebsiella pneumoniae	1944	0.000000
GCF_000005845.2_ASM584v2|NP_414940.1	Escherichia coli	301	0.000000
GCF_000006945.2_ASM694v2|NP_459400.1	Salmonella enterica	301	0.000000
GCF_000007545.1_ASM754v1|WP_000667304.1	Salmonella enterica	301	0.000000
GCF_000009885.1_ASM988v1|WP_002890395.1	Klebsiella pneumoniae	301	0.000000
GCF_000240185.1_ASM24018v2|YP_005225397.1	Klebsiella pneumoniae	301	0.000000
GCF_000006645.1_ASM664v1|WP_002208672.1	Yersinia pestis	301	0.000000
GCF_000222975.1_ASM22297v1|WP_002208672.1	Yersinia pestis	301	0.000000
GCF_000006745.1_ASM674v1|WP_000768200.1	Vibrio cholerae	301	0.000000
GCF_008369605.1_ASM836960v1|WP_000768200.1	Vibrio cholerae	301	0.000000
GCF_000006765.1_ASM676v1|NP_252512.1	Pseudomonas aeruginosa	301	0.000000
GCF_000014625.1_ASM1462v1|WP_003100607.1	Pseudomonas aeruginosa	301	0.000000
GCF_000005845.2_ASM584v2|NP_414941.1	Escherichia coli	1382	0.000000
GCF_000006945.2_ASM694v2|NP_459401.1	Salmonella enterica	1382	0.000000
GCF_000007545.1_ASM754v1|WP_000007628.1	Salmonella enterica	1382	0.000000
GCF_000009885.1_ASM988v1|WP_002890398.1	Klebsiella pneumoniae	1382	0.000000
GCF_000240185.1_ASM24018v2|YP_005225398.1	Klebsiella pneumoniae	1382	0.000000
GCF_000005845.2_ASM584v2|NP_414949.1	Escherichia coli	2233	0.000000
GCF_000009885.1_ASM988v1|WP_001021161.1	Klebsiella pneumoniae	2233	0.000000
GCF_000240185.1_ASM24018v2|YP_005225407.1	Klebsiella pneumoniae	2233	0.000000
GCF_000005845.2_ASM584v2|NP_414962.1	Escherichia coli	1945	0.000000
GCF_000006945.2_ASM694v2|NP_459435.1	Salmonella enterica	1945	0.000000
GCF_000009885.1_ASM988v1|WP_002891629.1	Klebsiella pneumoniae	1945	0.000000
GCF_000240185.1_ASM24018v2|YP_005225430.1	Klebsiella pneumoniae	1945	0.000000
GCF_000005845.2_ASM584v2|NP_414964.1	Escherichia coli	2234	0.000000
GCF_000007125.1_ASM712v1|WP_004684618.1	Brucella melitensis	2234	0.000000
GCF_000022625.1_ASM2262v1|WP_002965291.1	Brucella melitensis	2234	0.000000
GCF_000005845.2_ASM584v2|NP_414965.1	Escherichia coli	365	0.000000
GCF_000006945.2_ASM694v2|NP_459438.1	Salmonella enterica	365	0.000000
GCF_000007545.1_ASM754v1|WP_000467158.1	Salmonella enterica	365	0.000000
GCF_000007125.1_ASM712v1|WP_004684617.1	Brucella melitensis	365	0.000000
GCF_000022625.1_ASM2262v1|WP_004686680.1	Brucella melitensis	365	0.000000
GCF_000005845.2_ASM584v2|NP_414971.1	Escherichia coli	19	0.000000
GCF_000006945.2_ASM694v2|NP_459444.1	Salmonella enterica	19	0.000000
GCF_000007545.1_ASM754v1|WP_000122257.1	Salmonella enterica	19	0.000000
GCF_000009885.1_ASM988v1|WP_002891804.1	Klebsiella pneumoniae	19	0.000000
GCF_000240185.1_ASM24018v2|YP_005225440.1	Klebsiella pneumoniae	19	0.000000
GCF_000412675.1_ASM41267v1|WP_012271562.1	Pseudomonas putida	19	0.000000
GCF_000018445.1_ASM1844v1|WP_000289452.1	Acinetobacter baumannii	19	0.000000
GCF_009035845.1_ASM903584v1|WP_000289452.1	Acinetobacter baumannii	19	0.000000
GCF_000007565.2_ASM756v2|WP_003259400.1	Pseudomonas putida	19	0.000000
GCF_000008485.1_ASM848v1|WP_010947585.1	Legionella pneumophila	19	0.000000
GCF_001941585.1_ASM194158v1|WP_010947585.1	Legionella pneumophila	19	0.000000
GCF_000005845.2_ASM584v2|NP_414972.1	Escherichia coli	18	0.000000
GCF_000009885.1_ASM988v1|WP_002891807.1	Klebsiella pneumoniae	18	0.000000
GCF_000240185.1_ASM24018v2|YP_005225441.1	Klebsiella pneumoniae	18	0.000000
GCF_000006945.2_ASM694v2|NP_459445.1	Salmonella enterica	18	0.000000
GCF_000007545.1_ASM754v1|WP_000130316.1	Salmonella enterica	18	0.000000
GCF_000006645.1_ASM664v1|WP_002208641.1	Yersinia pestis	18	0.000000
GCF_000222975.1_ASM22297v1|WP_002208641.1	Yersinia pestis	18	0.000000
GCF_000006745.1_ASM674v1|WP_000130332.1	Vibrio cholerae	18	0.575078
GCF_008369605.1_ASM836960v1|WP_002044302.1	Vibrio cholerae	18	0.528463
GCF_000007565.2_ASM756v2|WP_003250242.1	Pseudomonas putida	18	0.479297
GCF_000412675.1_ASM41267v1|WP_016485885.1	Pseudomonas putida	18	0.403260
GCF_000006765.1_ASM676v1|NP_250493.1	Pseudomonas aeruginosa	18	0.000000
GCF_000014625.1_ASM1462v1|WP_003087924.1	Pseudomonas aeruginosa	18	0.000000
GCF_000021045.1_ASM2104v1|WP_012700944.1	Azotobacter vinelandii	18	0.564569
GCF_000380335.1_ASM38033v1|WP_012700944.1	Azotobacter vinelandii	18	0.509624
GCF_000008485.1_ASM848v1|WP_015444406.1	Legionella pneumophila	18	0.000000
GCF_001941585.1_ASM194158v1|WP_015444406.1	Legionella pneumophila	18	0.000000
GCF_000021345.1_ASM2134v1|WP_003573940.1	Rhizobium leguminosarum	18	0.407122
GCF_000008805.1_ASM880v1|WP_002222327.1	Neisseria meningitidis	18	0.000000
GCF_022869645.1_ASM2286964v1|WP_082308590.1	Neisseria meningitidis	18	0.000000
GCF_000193595.2_ASM19359v3|WP_010930556.1	Bordetella pertussis	18	0.000000
GCF_000005845.2_ASM584v2|NP_414973.1	Escherichia coli	150	0.000000
GCF_000007545.1_ASM754v1|WP_001067728.1	Salmonella enterica	150	0.000000
GCF_000006945.2_ASM694v2|NP_459446.1	Salmonella enterica	150	0.000000
GCF_000009885.1_ASM988v1|WP_004151336.1	Klebsiella pneumoniae	150	0.000000
GCF_000240185.1_ASM24018v2|YP_005225443.1	Klebsiella pneumoniae	150	0.000000
GCF_000006645.1_ASM664v1|WP_002208640.1	Yersinia pestis	150	0.000000
GCF_000222975.1_ASM22297v1|WP_002208640.1	Yersinia pestis	150	0.000000
GCF_000006745.1_ASM674v1|WP_001047611.1	Vibrio cholerae	150	0.000000
GCF_008369605.1_ASM836960v1|WP_001047611.1	Vibrio cholerae	150	0.000000
GCF_000193595.2_ASM19359v3|WP_010930557.1	Bordetella pertussis	150	0.000000
GCF_004008975.1_ASM400897v1|WP_010930557.1	Bordetella pertussis	150	0.000000
GCF_000008485.1_ASM848v1|WP_010947583.1	Legionella pneumophila	150	0.000000
GCF_001941585.1_ASM194158v1|WP_010947583.1	Legionella pneumophila	150	0.000000
GCF_000517605.1_ASM51760v1|WP_025394086.1	Rhizobium leguminosarum	150	0.000000
GCF_000021345.1_ASM2134v1|WP_012557323.1	Rhizobium leguminosarum	150	0.000000
GCF_000007125.1_ASM712v1|WP_004683829.1	Brucella melitensis	150	0.000000
GCF_000022625.1_ASM2262v1|WP_004683829.1	Brucella melitensis	150	0.000000
GCF_000005845.2_ASM584v2|NP_414974.1	Escherichia coli	275	0.000000
GCF_000006945.2_ASM694v2|NP_459447.1	Salmonella enterica	275	0.000000
GCF_000007545.1_ASM754v1|WP_254888479.1	Salmonella enterica	275	0.000000
GCF_000009885.1_ASM988v1|WP_002444653.1	Klebsiella pneumoniae	275	0.000000
GCF_000240185.1_ASM24018v2|YP_005225444.1	Klebsiella pneumoniae	275	0.000000
GCF_000006645.1_ASM664v1|WP_002208639.1	Yersinia pestis	275	0.000000
GCF_000222975.1_ASM22297v1|WP_002208639.1	Yersinia pestis	275	0.000000
GCF_000006765.1_ASM676v1|NP_250495.1	Pseudomonas aeruginosa	275	0.000000
GCF_000014625.1_ASM1462v1|WP_003087931.1	Pseudomonas aeruginosa	275	0.000000
GCF_000021045.1_ASM2104v1|WP_012700946.1	Azotobacter vinelandii	275	0.000000
GCF_000380335.1_ASM38033v1|WP_012700946.1	Azotobacter vinelandii	275	0.000000
GCF_000193595.2_ASM19359v3|WP_003812968.1	Bordetella pertussis	275	0.000000
GCF_004008975.1_ASM400897v1|WP_003812968.1	Bordetella pertussis	275	0.000000
GCF_000005845.2_ASM584v2|NP_414978.1	Escherichia coli	366	0.000000
GCF_000011065.1_ASM1106v1|WP_008762201.1	Bacteroides thetaiotaomicron	366	0.000000
GCF_014131755.1_ASM1413175v1|WP_008762201.1	Bacteroides thetaiotaomicron	366	0.000000
GCF_000009925.1_ASM992v1|WP_005786207.1	Bacteroides fragilis	366	0.000000
GCF_000025985.1_ASM2598v1|WP_005786207.1	Bacteroides fragilis	366	0.000000
GCF_000005845.2_ASM584v2|NP_414984.1	Escherichia coli	55	0.000000
GCF_000009885.1_ASM988v1|WP_002891893.1	Klebsiella pneumoniae	55	0.000000
GCF_000240185.1_ASM24018v2|YP_005225455.1	Klebsiella pneumoniae	55	0.000000
GCF_000006645.1_ASM664v1|WP_002208627.1	Yersinia pestis	55	0.000000
GCF_000222975.1_ASM22297v1|WP_002208627.1	Yersinia pestis	55	0.000000
GCF_000006765.1_ASM676v1|NP_253975.1	Pseudomonas aeruginosa	55	1.771575
GCF_000014625.1_ASM1462v1|WP_003096476.1	Pseudomonas aeruginosa	55	1.806037
GCF_000007565.2_ASM756v2|WP_002555808.1	Pseudomonas putida	55	2.141939
GCF_000021045.1_ASM2104v1|WP_012703245.1	Azotobacter vinelandii	55	1.403291
GCF_000005845.2_ASM584v2|NP_414992.1	Escherichia coli	446	0.000000
GCF_016027375.1_ASM1602737v1|WP_011591177.1	Clostridium perfringens	446	0.000000
GCF_000009685.1_ASM968v1|WP_011010976.1	Clostridium perfringens	446	0.000000
GCF_000007825.1_ASM782v1|WP_002026426.1	Bacillus cereus	446	0.312441
GCF_006094295.1_ASM609429v1|WP_002026426.1	Bacillus cereus	446	0.312441
GCF_000009045.1_ASM904v1|NP_391965.1	Bacillus subtilis	446	0.000000
GCF_000186745.1_ASM18674v1|WP_003226849.1	Bacillus subtilis	446	0.000000
GCF_000007845.1_ASM784v1|WP_000845567.1	Bacillus anthracis	446	0.000000
GCF_000008445.1_ASM844v1|WP_000845567.1	Bacillus anthracis	446	0.000000
GCF_000005845.2_ASM584v2|NP_414993.1	Escherichia coli	1383	0.000000
GCF_000006945.2_ASM694v2|NP_459468.1	Salmonella enterica	1383	0.000000
GCF_000007545.1_ASM754v1|WP_001280991.1	Salmonella enterica	1383	0.000000
GCF_000009885.1_ASM988v1|WP_002892050.1	Klebsiella pneumoniae	1383	0.000000
GCF_000240185.1_ASM24018v2|YP_005225486.1	Klebsiella pneumoniae	1383	0.000000
GCF_000005845.2_ASM584v2|NP_415004.1	Escherichia coli	707	0.000000
GCF_000006945.2_ASM694v2|NP_459480.1	Salmonella enterica	707	0.000000
GCF_000007545.1_ASM754v1|WP_000467098.1	Salmonella enterica	707	0.000000
GCF_000009885.1_ASM988v1|WP_002892173.1	Klebsiella pneumoniae	707	0.000000
GCF_000240185.1_ASM24018v2|YP_005225499.1	Klebsiella pneumoniae	707	0.000000
GCF_000006645.1_ASM664v1|WP_002208604.1	Yersinia pestis	707	0.000000
GCF_000222975.1_ASM22297v1|WP_002208604.1	Yersinia pestis	707	0.000000
GCF_000006745.1_ASM674v1|WP_000467102.1	Vibrio cholerae	707	0.000000
GCF_008369605.1_ASM836960v1|WP_000467102.1	Vibrio cholerae	707	0.000000
GCF_000005845.2_ASM584v2|NP_415005.1	Escherichia coli	1384	0.000000
GCF_000009885.1_ASM988v1|WP_002892177.1	Klebsiella pneumoniae	1384	0.000000
GCF_000240185.1_ASM24018v2|YP_005225500.1	Klebsiella pneumoniae	1384	0.000000
GCF_000006945.2_ASM694v2|NP_459481.1	Salmonella enterica	1384	0.000000
GCF_000007545.1_ASM754v1|WP_001195023.1	Salmonella enterica	1384	0.000000
GCF_000005845.2_ASM584v2|NP_415007.1	Escherichia coli	1385	0.000000
GCF_000009885.1_ASM988v1|WP_002892184.1	Klebsiella pneumoniae	1385	0.000000
GCF_000240185.1_ASM24018v2|YP_005225502.1	Klebsiella pneumoniae	1385	0.000000
GCF_000005845.2_ASM584v2|NP_415040.1	Escherichia coli	367	0.000000
GCF_000006945.2_ASM694v2|NP_459512.1	Salmonella enterica	367	0.000000
GCF_000014625.1_ASM1462v1|WP_003087182.1	Pseudomonas aeruginosa	367	0.237455
GCF_000007565.2_ASM756v2|WP_010955038.1	Pseudomonas putida	367	0.223286
GCF_000412675.1_ASM41267v1|WP_016498605.1	Pseudomonas putida	367	0.228814
GCF_000006765.1_ASM676v1|NP_250193.1	Pseudomonas aeruginosa	367	0.188843
GCF_000203835.1_ASM20383v1|WP_011030737.1	Streptomyces coelicolor	367	0.284397
GCF_008931305.1_ASM893130v1|WP_011030737.1	Streptomyces coelicolor	367	0.235174
GCF_000009765.2_ASM976v2|WP_010983468.1	Streptomyces avermitilis	367	0.287469
GCF_000014565.1_ASM1456v1|WP_011595288.1	Rhodococcus jostii	367	0.000000
GCF_000005845.2_ASM584v2|NP_415056.1	Escherichia coli	27	0.000000
GCF_000006885.1_ASM688v1|WP_000805601.1	Streptococcus pneumoniae	27	0.000000
GCF_001457635.1_NCTC7465|WP_000805597.1	Streptococcus pneumoniae	27	0.000000
GCF_000005845.2_ASM584v2|NP_415058.1	Escherichia coli	447	0.000000
GCF_000006945.2_ASM694v2|NP_459531.1	Salmonella enterica	447	0.000000
GCF_000007545.1_ASM754v1|WP_000255988.1	Salmonella enterica	447	0.000000
GCF_000005845.2_ASM584v2|NP_415059.1	Escherichia coli	2235	0.000000
GCF_000240185.1_ASM24018v2|YP_005225531.1	Klebsiella pneumoniae	2235	0.000000
GCF_000009885.1_ASM988v1|WP_012737546.1	Klebsiella pneumoniae	2235	0.000000
GCF_000005845.2_ASM584v2|NP_415084.2	Escherichia coli	417	0.000000
GCF_000005845.2_ASM584v2|NP_415130.1	Escherichia coli	2236	0.000000
GCF_000006945.2_ASM694v2|NP_459592.1	Salmonella enterica	2236	0.000000
GCF_000007545.1_ASM754v1|WP_001043112.1	Salmonella enterica	2236	0.000000
GCF_000005845.2_ASM584v2|NP_415138.1	Escherichia coli	75	0.000000
GCF_000009885.1_ASM988v1|WP_002894394.1	Klebsiella pneumoniae	75	0.073778
GCF_000240185.1_ASM24018v2|YP_005225788.1	Klebsiella pneumoniae	75	0.073778
GCF_000006945.2_ASM694v2|NP_459600.1	Salmonella enterica	75	0.000000
GCF_000007545.1_ASM754v1|WP_000052802.1	Salmonella enterica	75	0.000000
GCF_000021045.1_ASM2104v1|WP_012703065.1	Azotobacter vinelandii	75	0.000000
GCF_000380335.1_ASM38033v1|WP_012703065.1	Azotobacter vinelandii	75	0.000000
GCF_000014565.1_ASM1456v1|WP_005250059.1	Rhodococcus jostii	75	0.231834
GCF_000008345.1_ASM834v1|WP_002530671.1	Cutibacterium acnes	75	0.000000
GCF_006739385.1_ASM673938v1|WP_002514430.1	Cutibacterium acnes	75	0.000000
GCF_000005845.2_ASM584v2|NP_415141.1	Escherichia coli	708	0.000000
GCF_000007565.2_ASM756v2|WP_010954785.1	Pseudomonas putida	708	0.000000
GCF_000412675.1_ASM41267v1|WP_016500091.1	Pseudomonas putida	708	0.000000
GCF_000018445.1_ASM1844v1|WP_001202390.1	Acinetobacter baumannii	708	0.000000
GCF_009035845.1_ASM903584v1|WP_001202401.1	Acinetobacter baumannii	708	0.000000
GCF_000005845.2_ASM584v2|NP_415156.1	Escherichia coli	942	0.000000
GCF_000006945.2_ASM694v2|NP_459621.1	Salmonella enterica	942	0.000000
GCF_000007545.1_ASM754v1|WP_000034826.1	Salmonella enterica	942	0.000000
GCF_000009885.1_ASM988v1|WP_002439184.1	Klebsiella pneumoniae	942	0.000000
GCF_000240185.1_ASM24018v2|YP_005225795.1	Klebsiella pneumoniae	942	0.000000
GCF_000006645.1_ASM664v1|WP_002210315.1	Yersinia pestis	942	0.000000
GCF_000222975.1_ASM22297v1|WP_002210315.1	Yersinia pestis	942	0.000000
GCF_000005845.2_ASM584v2|NP_415161.1	Escherichia coli	709	0.000000
