u	v	shared_kmers	jaccard	species_u	species_v
GCF_000005845.2_ASM584v2|NP_414845.1	GCF_000006765.1_ASM676v1|NP_252399.1	10	0.009149	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414845.1	GCF_000006765.1_ASM676v1|NP_250814.1	7	0.006458	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414846.1	GCF_000006765.1_ASM676v1|NP_254060.1	163	0.201983	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414846.1	GCF_000006765.1_ASM676v1|NP_252762.1	10	0.010363	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414846.1	GCF_000006765.1_ASM676v1|NP_250674.1	8	0.008180	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414846.1	GCF_000006765.1_ASM676v1|NP_252711.1	8	0.008180	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414846.1	GCF_000006765.1_ASM676v1|NP_252812.1	8	0.008351	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414846.1	GCF_000006765.1_ASM676v1|NP_248910.1	7	0.007231	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414846.1	GCF_000006765.1_ASM676v1|NP_252194.1	7	0.007239	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414846.1	GCF_000006765.1_ASM676v1|NP_250815.1	6	0.006276	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414846.1	GCF_000006765.1_ASM676v1|NP_253999.1	6	0.006179	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414847.3	GCF_000006765.1_ASM676v1|NP_254061.1	16	0.043716	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414848.1	GCF_000006765.1_ASM676v1|NP_252622.1	27	0.020882	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414848.1	GCF_000006765.1_ASM676v1|NP_253978.1	19	0.014515	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414848.1	GCF_000006765.1_ASM676v1|NP_254062.1	9	0.007666	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414849.1	GCF_000006765.1_ASM676v1|NP_253057.1	9	0.008738	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414849.1	GCF_000006765.1_ASM676v1|NP_252514.1	7	0.008037	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414849.1	GCF_000006765.1_ASM676v1|NP_250418.1	6	0.005837	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414857.1	GCF_000006765.1_ASM676v1|NP_253860.1	10	0.016502	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414859.1	GCF_000006765.1_ASM676v1|NP_250965.1	27	0.040602	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414864.1	GCF_000006765.1_ASM676v1|NP_251049.1	20	0.023283	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414864.1	GCF_000006765.1_ASM676v1|NP_252621.1	17	0.020606	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414864.1	GCF_000006765.1_ASM676v1|NP_251044.1	17	0.019384	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414864.1	GCF_000006765.1_ASM676v1|NP_252710.1	13	0.011324	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414864.1	GCF_000006765.1_ASM676v1|NP_250695.1	11	0.011134	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414864.1	GCF_000006765.1_ASM676v1|NP_252836.1	11	0.009717	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414864.1	GCF_000006765.1_ASM676v1|NP_251139.1	9	0.008824	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414864.1	GCF_000006765.1_ASM676v1|NP_249564.1	9	0.008755	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414864.1	GCF_000006765.1_ASM676v1|NP_253812.1	9	0.009137	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414864.1	GCF_000006765.1_ASM676v1|NP_250026.1	8	0.008556	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414865.1	GCF_000006765.1_ASM676v1|NP_249487.1	88	0.177419	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414867.1	GCF_000006765.1_ASM676v1|NP_249486.1	15	0.020298	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414868.1	GCF_000006765.1_ASM676v1|NP_249483.1	69	0.076837	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414869.1	GCF_000006765.1_ASM676v1|NP_252258.1	23	0.018806	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414869.1	GCF_000006765.1_ASM676v1|NP_253421.1	16	0.012831	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414869.1	GCF_000006765.1_ASM676v1|NP_249578.1	15	0.011962	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414870.1	GCF_000006765.1_ASM676v1|NP_249129.1	127	0.181948	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414871.1	GCF_000006765.1_ASM676v1|NP_249128.1	148	0.213873	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414872.3	GCF_000006765.1_ASM676v1|NP_249219.1	8	0.013962	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414873.1	GCF_000006765.1_ASM676v1|NP_250743.1	27	0.067164	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414874.1	GCF_000006765.1_ASM676v1|NP_250742.1	35	0.131086	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414875.1	GCF_000006765.1_ASM676v1|NP_251190.1	8	0.010336	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414887.2	GCF_000006765.1_ASM676v1|NP_248926.1	7	0.008393	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414888.4	GCF_000006765.1_ASM676v1|NP_249628.1	6	0.017544	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414889.1	GCF_000006765.1_ASM676v1|NP_252318.1	20	0.037736	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414890.1	GCF_000006765.1_ASM676v1|NP_252319.1	72	0.109589	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414899.2	GCF_000006765.1_ASM676v1|NP_252627.1	13	0.020505	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414900.1	GCF_000006765.1_ASM676v1|NP_248971.1	20	0.036101	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414900.1	GCF_000006765.1_ASM676v1|NP_252626.1	19	0.038855	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414900.1	GCF_000006765.1_ASM676v1|NP_252297.1	14	0.023569	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414900.1	GCF_000006765.1_ASM676v1|NP_250984.1	10	0.019268	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414900.1	GCF_000006765.1_ASM676v1|NP_248897.1	9	0.014851	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414900.1	GCF_000006765.1_ASM676v1|NP_249017.1	8	0.013652	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414900.1	GCF_000006765.1_ASM676v1|NP_251019.1	8	0.015534	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414900.1	GCF_000006765.1_ASM676v1|NP_252228.1	8	0.013400	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414900.1	GCF_000006765.1_ASM676v1|NP_248993.1	7	0.011254	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414900.1	GCF_000006765.1_ASM676v1|NP_251031.1	7	0.011513	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414901.1	GCF_000006765.1_ASM676v1|NP_252625.1	26	0.050881	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414902.1	GCF_000006765.1_ASM676v1|NP_252624.1	23	0.043643	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414903.4	GCF_000006765.1_ASM676v1|NP_253930.1	6	0.009302	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414912.1	GCF_000006765.1_ASM676v1|NP_251385.1	44	0.064993	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414917.2	GCF_000006765.1_ASM676v1|NP_251986.1	108	0.130277	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414927.1	GCF_000006765.1_ASM676v1|NP_251953.1	8	0.013536	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414931.1	GCF_000006765.1_ASM676v1|NP_252972.1	13	0.005822	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414932.1	GCF_000006765.1_ASM676v1|NP_252971.1	6	0.007566	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414933.1	GCF_000006765.1_ASM676v1|NP_254047.1	35	0.084746	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414934.1	GCF_000006765.1_ASM676v1|NP_254048.1	18	0.021277	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414934.1	GCF_000006765.1_ASM676v1|NP_249448.1	6	0.006857	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414934.1	GCF_000006765.1_ASM676v1|NP_252152.1	6	0.004498	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414935.1	GCF_000006765.1_ASM676v1|NP_250661.1	77	0.097592	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414935.1	GCF_000006765.1_ASM676v1|NP_250281.1	24	0.028504	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414936.1	GCF_000006765.1_ASM676v1|NP_253784.1	45	0.051784	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414936.1	GCF_000006765.1_ASM676v1|NP_249480.1	10	0.011013	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414936.1	GCF_000006765.1_ASM676v1|NP_251690.1	6	0.006593	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414939.1	GCF_000006765.1_ASM676v1|NP_252513.1	83	0.136066	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414940.1	GCF_000006765.1_ASM676v1|NP_252512.1	103	0.162461	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414942.1	GCF_000006765.1_ASM676v1|NP_252510.1	25	0.020833	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414947.1	GCF_000006765.1_ASM676v1|NP_252746.1	24	0.089219	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414948.1	GCF_000006765.1_ASM676v1|NP_252745.1	35	0.050360	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414949.1	GCF_000006765.1_ASM676v1|NP_252742.1	18	0.062937	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414950.1	GCF_000006765.1_ASM676v1|NP_252741.1	10	0.035971	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414951.1	GCF_000006765.1_ASM676v1|NP_252740.1	19	0.030744	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414953.2	GCF_000006765.1_ASM676v1|NP_250430.1	14	0.022472	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414954.1	GCF_000006765.1_ASM676v1|NP_252733.1	67	0.057265	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414955.1	GCF_000006765.1_ASM676v1|NP_252732.1	31	0.056058	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414957.1	GCF_000006765.1_ASM676v1|NP_253805.1	16	0.017021	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414961.4	GCF_000006765.1_ASM676v1|NP_252923.1	33	0.037801	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414962.1	GCF_000006765.1_ASM676v1|NP_250012.1	30	0.054348	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414964.1	GCF_000006765.1_ASM676v1|NP_250010.1	23	0.060526	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414965.1	GCF_000006765.1_ASM676v1|NP_250009.1	96	0.079012	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414966.1	GCF_000006765.1_ASM676v1|NP_250008.1	27	0.044335	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414970.1	GCF_000006765.1_ASM676v1|NP_250491.1	14	0.016588	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414971.1	GCF_000006765.1_ASM676v1|NP_250492.1	29	0.076115	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414972.1	GCF_000006765.1_ASM676v1|NP_250493.1	169	0.251863	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414973.1	GCF_000006765.1_ASM676v1|NP_250494.1	200	0.145773	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414973.1	GCF_000006765.1_ASM676v1|NP_249470.1	44	0.028777	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414974.1	GCF_000006765.1_ASM676v1|NP_250495.1	26	0.180556	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414974.1	GCF_000006765.1_ASM676v1|NP_252629.1	6	0.035928	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414975.1	GCF_000006765.1_ASM676v1|NP_250496.1	7	0.005705	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414978.1	GCF_000006765.1_ASM676v1|NP_249667.1	7	0.015982	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414982.1	GCF_000006765.1_ASM676v1|NP_253684.1	6	0.005098	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414982.1	GCF_000006765.1_ASM676v1|NP_252096.1	6	0.005115	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414983.1	GCF_000006765.1_ASM676v1|NP_253684.1	9	0.007653	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414983.1	GCF_000006765.1_ASM676v1|NP_251918.1	6	0.005059	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414984.1	GCF_000006765.1_ASM676v1|NP_253975.1	34	0.188889	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414985.1	GCF_000006765.1_ASM676v1|NP_253974.1	26	0.031250	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414990.2	GCF_000006765.1_ASM676v1|NP_249266.1	13	0.007480	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414990.2	GCF_000006765.1_ASM676v1|NP_253057.1	10	0.008453	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414990.2	GCF_000006765.1_ASM676v1|NP_253704.1	8	0.005727	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414990.2	GCF_000006765.1_ASM676v1|NP_254129.1	8	0.005521	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414990.2	GCF_000006765.1_ASM676v1|NP_250890.1	6	0.005820	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414990.2	GCF_000006765.1_ASM676v1|NP_248976.1	6	0.004762	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414995.1	GCF_000006765.1_ASM676v1|NP_249117.1	245	0.133152	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414995.1	GCF_000006765.1_ASM676v1|NP_250708.1	51	0.025086	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414995.1	GCF_000006765.1_ASM676v1|NP_253288.1	38	0.018591	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414995.1	GCF_000006765.1_ASM676v1|NP_251184.1	29	0.013996	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414995.1	GCF_000006765.1_ASM676v1|NP_252212.1	29	0.014057	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414995.1	GCF_000006765.1_ASM676v1|NP_253065.1	12	0.005868	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414995.1	GCF_000006765.1_ASM676v1|NP_252896.1	8	0.003883	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414995.1	GCF_000006765.1_ASM676v1|NP_251216.1	6	0.002900	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414996.1	GCF_000006765.1_ASM676v1|NP_249116.1	38	0.051913	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414996.1	GCF_000006765.1_ASM676v1|NP_253289.1	7	0.009126	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414998.1	GCF_000006765.1_ASM676v1|NP_253709.1	49	0.022487	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415003.1	GCF_000006765.1_ASM676v1|NP_250223.1	65	0.052167	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415004.1	GCF_000006765.1_ASM676v1|NP_250224.1	22	0.118919	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415005.1	GCF_000006765.1_ASM676v1|NP_250225.1	22	0.059946	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415006.1	GCF_000006765.1_ASM676v1|NP_250287.1	88	0.075862	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415007.1	GCF_000006765.1_ASM676v1|NP_252376.1	31	0.079897	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415011.1	GCF_000006765.1_ASM676v1|NP_254205.1	96	0.094210	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415014.1	GCF_000006765.1_ASM676v1|NP_252270.1	12	0.040956	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415017.1	GCF_000006765.1_ASM676v1|NP_252609.1	29	0.018436	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415017.1	GCF_000006765.1_ASM676v1|NP_252380.1	12	0.007732	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415017.1	GCF_000006765.1_ASM676v1|NP_253512.1	8	0.004654	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415017.1	GCF_000006765.1_ASM676v1|NP_250325.1	7	0.004645	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415017.1	GCF_000006765.1_ASM676v1|NP_251125.1	6	0.004057	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415017.1	GCF_000006765.1_ASM676v1|NP_250240.1	6	0.003683	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415018.1	GCF_000006765.1_ASM676v1|NP_250329.1	11	0.018613	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415023.1	GCF_000006765.1_ASM676v1|NP_250998.1	7	0.014286	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415023.1	GCF_000006765.1_ASM676v1|NP_252137.1	7	0.015317	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415023.1	GCF_000006765.1_ASM676v1|NP_254053.1	7	0.014433	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415023.1	GCF_000006765.1_ASM676v1|NP_248763.1	6	0.013393	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415023.1	GCF_000006765.1_ASM676v1|NP_250984.1	6	0.012170	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415023.1	GCF_000006765.1_ASM676v1|NP_251031.1	6	0.010363	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415023.1	GCF_000006765.1_ASM676v1|NP_251944.1	6	0.011111	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415023.1	GCF_000006765.1_ASM676v1|NP_252204.1	6	0.012195	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415023.1	GCF_000006765.1_ASM676v1|NP_252626.1	6	0.012712	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415027.1	GCF_000006765.1_ASM676v1|NP_251546.1	15	0.039062	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415028.1	GCF_000006765.1_ASM676v1|NP_251547.1	23	0.054502	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415028.1	GCF_000006765.1_ASM676v1|NP_253284.1	10	0.022936	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415028.1	GCF_000006765.1_ASM676v1|NP_251677.1	10	0.022989	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415028.1	GCF_000006765.1_ASM676v1|NP_250498.1	8	0.010811	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415028.1	GCF_000006765.1_ASM676v1|NP_252066.1	7	0.014523	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415028.1	GCF_000006765.1_ASM676v1|NP_250751.1	6	0.008141	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415028.1	GCF_000006765.1_ASM676v1|NP_249294.1	6	0.010327	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415028.1	GCF_000006765.1_ASM676v1|NP_249583.1	6	0.012876	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415028.1	GCF_000006765.1_ASM676v1|NP_250552.1	6	0.010471	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415028.1	GCF_000006765.1_ASM676v1|NP_248993.1	6	0.010067	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415030.1	GCF_000006765.1_ASM676v1|NP_251374.1	9	0.003309	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415030.1	GCF_000006765.1_ASM676v1|NP_249515.1	6	0.003797	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415040.1	GCF_000006765.1_ASM676v1|NP_250193.1	157	0.154376	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415041.1	GCF_000006765.1_ASM676v1|NP_250192.1	18	0.036735	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415042.1	GCF_000006765.1_ASM676v1|NP_250191.1	47	0.088512	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415047.1	GCF_000006765.1_ASM676v1|NP_249743.1	27	0.037241	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415054.1	GCF_000006765.1_ASM676v1|NP_253860.1	19	0.032872	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415055.1	GCF_000006765.1_ASM676v1|NP_254112.1	10	0.014388	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415056.1	GCF_000006765.1_ASM676v1|NP_254113.1	27	0.091525	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415057.1	GCF_000006765.1_ASM676v1|NP_250483.1	12	0.026201	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415058.1	GCF_000006765.1_ASM676v1|NP_250484.1	22	0.074074	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415058.1	GCF_000006765.1_ASM676v1|NP_251917.1	6	0.017910	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415059.1	GCF_000006765.1_ASM676v1|NP_250486.1	40	0.045924	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415062.1	GCF_000006765.1_ASM676v1|NP_250487.1	45	0.087041	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415102.1	GCF_000006765.1_ASM676v1|NP_253573.1	9	0.009740	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415102.1	GCF_000006765.1_ASM676v1|NP_251500.1	8	0.008840	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415103.1	GCF_000006765.1_ASM676v1|NP_251499.1	31	0.075243	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415103.1	GCF_000006765.1_ASM676v1|NP_253572.1	18	0.042056	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415103.1	GCF_000006765.1_ASM676v1|NP_251882.1	7	0.015487	Escherichia coli	Pseudomonas aeruginosa
